,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
MCHP UW Equity,MICROCHIP TECHNOLOGY INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,28411290063
MCK UN Equity,MCKESSON CORP,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,1.09073E+11
MCO UN Equity,MOODY'S CORP,US,USD,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,86903992000
MCRO LN Equity,MICRO FOCUS INTERNATIONAL,GB,GBp,Information Technology,Software & Services,Software,Application Software,#N/A N/A
MDC LN Equity,MEDICLINIC GROUP LTD,SA,GBp,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,#N/A N/A
MDLZ UN Equity,MONDELEZ INTERNATIONAL INC-A,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,73821409327
MDLZ UW Equity,MONDELEZ INTERNATIONAL INC-A,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,73821409327
MDP UN Equity,HAWKEYE ACQUISITION INC,US,USD,Communication Services,Media & Entertainment,Media,Publishing,#N/A N/A
MDT UN Equity,MEDTRONIC PLC,IR,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,1.34637E+11
MEE UN Equity,ALPHA APPALACHIA HOLDINGS LL,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MEL UN Equity,MELLON FINANCIAL CORP,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MER UN Equity,MERRILL LYNCH & CO INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MERL LN Equity,MERLIN ENTERTAINMENTS LTD,GB,GBp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities,#N/A N/A
MET UN Equity,METLIFE INC,US,USD,Financials,Insurance,Insurance,Life & Health Insurance,50293200102
META UW Equity,META PLATFORMS INC-CLASS A,US,USD,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,1.59737E+12
MFE UN Equity,MCAFEE INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MGGT LN Equity,MEGGITT LTD,GB,GBp,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,#N/A N/A
MGM UN Equity,MGM RESORTS INTERNATIONAL,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,9512553983
MHK UN Equity,MOHAWK INDUSTRIES INC,US,USD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,7140367311
MHS UN Equity,MEDCO HEALTH SOLUTIONS INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MJN UN Equity,MEAD JOHNSON NUTRITION CO,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,#N/A N/A
MKC UN Equity,MCCORMICK & CO-NON VTG SHRS,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,18063876535
MKS LN Equity,MARKS & SPENCER GROUP PLC,GB,GBp,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,7080543786
MKTX UW Equity,MARKETAXESS HOLDINGS INC,US,USD,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,6103561614
MLM UN Equity,MARTIN MARIETTA MATERIALS,US,USD,Materials,Materials,Construction Materials,Construction Materials,37541196518
MMC UN Equity,MARSH & MCLENNAN COS,US,USD,Financials,Insurance,Insurance,Insurance Brokers,89506499084
MMM UN Equity,3M CO,US,USD,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,90733238198
MNDI LN Equity,MONDI PLC,GB,GBp,Materials,Materials,Paper & Forest Products,Paper Products,3834992061
MNG LN Equity,M&G PLC,GB,GBp,Financials,Financial Services,Financial Services,Diversified Financial Services,6476775154
MNKKQ UN Equity,MALLINCKRODT PLC,IR,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,#N/A N/A
MNST UW Equity,MONSTER BEVERAGE CORP,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be,73315672049
MO UN Equity,ALTRIA GROUP INC,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,98521233387
MOH UN Equity,MOLINA HEALTHCARE INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,7624162000
MOLX UQ Equity,MOLEX LLC/US,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MOLX UW Equity,MOLEX LLC/US,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MOS UN Equity,MOSAIC CO/THE,US,USD,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,7700315096
MPC UN Equity,MARATHON PETROLEUM CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,57637519323
MPWR UW Equity,MONOLITHIC POWER SYSTEMS INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,44311579650
MRK UN Equity,MERCK & CO. INC.,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,2.59694E+11
MRNA UW Equity,MODERNA INC,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,9770894595
MRO LN Equity,MELROSE INDUSTRIES PLC,GB,GBp,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,7503794503
MRO UN Equity,MARATHON OIL CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
MRW LN Equity,WM MORRISON SUPERMARKETS LTD,GB,GBp,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,#N/A N/A
MS UN Equity,MORGAN STANLEY,US,USD,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,2.66909E+11
MSCI UN Equity,MSCI INC,US,USD,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,42284024177
MSFT UQ Equity,MICROSOFT CORP,US,USD,Information Technology,Software & Services,Software,Systems Software,3.60842E+12
MSFT UW Equity,MICROSOFT CORP,US,USD,Information Technology,Software & Services,Software,Systems Software,3.60842E+12
MSI UN Equity,MOTOROLA SOLUTIONS INC,US,USD,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,61542071761
MTB UN Equity,M & T BANK CORP,US,USD,Financials,Banks,Banks,Regional Banks,29238134177
MTCH UW Equity,MATCH GROUP INC,US,USD,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,7842251679
MTD UN Equity,METTLER-TOLEDO INTERNATIONAL,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,30367904915
MTG UN Equity,MGIC INVESTMENT CORP,US,USD,Financials,Financial Services,Financial Services,Commercial & Residential Mortg,6349769041
MTLQQ UN Equity,MOTORS LIQUIDATION CO,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MTW UN Equity,MANITOWOC COMPANY INC,US,USD,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,401531063.4
MU UN Equity,MICRON TECHNOLOGY INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,2.59146E+11
MU UW Equity,MICRON TECHNOLOGY INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,2.59123E+11
MUR UN Equity,MURPHY OIL CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,4489135543
MWV UN Equity,WESTROCK MWV LLC,US,USD,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,#N/A N/A
MWW UN Equity,MONSTER WORLDWIDE INC,US,USD,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,#N/A N/A
MWW UQ Equity,MONSTER WORLDWIDE INC,US,USD,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,#N/A N/A
MWW UW Equity,MONSTER WORLDWIDE INC,US,USD,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,#N/A N/A
MXIM UQ Equity,MAXIM INTEGRATED PRODUCTS,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,#N/A N/A
MXIM UW Equity,MAXIM INTEGRATED PRODUCTS,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,#N/A N/A
MYL UN Equity,MYLAN NV,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,#N/A N/A
MYL UW Equity,MYLAN NV,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,#N/A N/A
NAV UN Equity,NAVISTAR INTERNATIONAL CORP,US,USD,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,#N/A N/A
NAVI UW Equity,NAVIENT CORP,US,USD,Financials,Financial Services,Consumer Finance,Consumer Finance,1216883678
NBL UN Equity,NOBLE ENERGY INC,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
NBL UW Equity,NOBLE ENERGY INC,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
NBR UN Equity,NABORS INDUSTRIES LTD,US,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,725874374.4
NCC UN Equity,NATIONAL CITY CORP,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NCLH UN Equity,NORWEGIAN CRUISE LINE HOLDIN,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",8344869773
NDAQ UW Equity,NASDAQ INC,US,USD,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,51378169061
NDSN UW Equity,NORDSON CORP,US,USD,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,13372340114
NEBLQ UN Equity,NOBLE HOLDING CORP PLC,US,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,#N/A N/A
NEE UN Equity,NEXTERA ENERGY INC,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,1.78146E+11
NEM UN Equity,NEWMONT CORP,US,USD,Materials,Materials,Metals & Mining,Gold,98781125040
NFB UN Equity,NORTH FORK BANCORPORATION,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NFLX UW Equity,NETFLIX INC,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,4.49749E+11
NFX UN Equity,OVINTIV EXPLORATION INC,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
NG/ LN Equity,NATIONAL GRID PLC,GB,GBp,Utilities,Utilities,Multi-Utilities,Multi-Utilities,56288650958
NI UN Equity,NISOURCE INC,US,USD,Utilities,Utilities,Multi-Utilities,Multi-Utilities,20882076349
NKE UN Equity,NIKE INC -CL B,US,USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear,95092693682
NKTR UW Equity,NEKTAR THERAPEUTICS,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,1336238981
NLSN UN Equity,NIELSEN HOLDINGS LTD,US,USD,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,#N/A N/A
NMC LN Equity,NMC HEALTH PLC,UA,GBp,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,#N/A N/A
NOC UN Equity,NORTHROP GRUMMAN CORP,US,USD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,80937977196
NOV UN Equity,NOV INC,US,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,5504120914
NOVL UQ Equity,MICRO FOCUS SOFTWARE INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NOVL UW Equity,MICRO FOCUS SOFTWARE INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NOW UN Equity,SERVICENOW INC,US,USD,Information Technology,Software & Services,Software,Systems Software,1.6655E+11
NRG UN Equity,NRG ENERGY INC,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,32298905824
NRK LN Equity,LANDMARK MORTGAGES LTD,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NSC UN Equity,NORFOLK SOUTHERN CORP,US,USD,Industrials,Transportation,Ground Transportation,Rail Transportation,65078850529
NTAP UQ Equity,NETAPP INC,US,USD,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",21638093019
NTAP UW Equity,NETAPP INC,US,USD,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",21638093019
NTRS UQ Equity,NORTHERN TRUST CORP,US,USD,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,24844348766
NTRS UW Equity,NORTHERN TRUST CORP,US,USD,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,24844348766
NUE UN Equity,NUCOR CORP,US,USD,Materials,Materials,Metals & Mining,Steel,36418278407
NVDA UQ Equity,NVIDIA CORP,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,4.38032E+12
NVDA UW Equity,NVIDIA CORP,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,4.38032E+12
NVR UN Equity,NVR INC,US,USD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,21485044931
NWG LN Equity,NATWEST GROUP PLC,GB,GBp,Financials,Banks,Banks,Diversified Banks,49564650636
NWL UN Equity,NEWELL BRANDS INC,US,USD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties,1498640000
NWL UW Equity,NEWELL BRANDS INC,US,USD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties,1496544000
NWS UW Equity,NEWS CORP - CLASS B,US,USD,Communication Services,Media & Entertainment,Media,Publishing,15073887099
NWSA UW Equity,NEWS CORP - CLASS A,US,USD,Communication Services,Media & Entertainment,Media,Publishing,15073887099
NXPI UW Equity,NXP SEMICONDUCTORS NV,NE,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,48764445501
NXT LN Equity,NEXT PLC,GB,GBp,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail,17288049614
NYT UN Equity,NEW YORK TIMES CO-A,US,USD,Communication Services,Media & Entertainment,Media,Publishing,10562426526
O UN Equity,REALTY INCOME CORP,US,USD,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,52563415412
OCDO LN Equity,OCADO GROUP PLC,GB,GBp,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,1503435677
ODFL UW Equity,OLD DOMINION FREIGHT LINE,US,USD,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation,28209470405
OGN UN Equity,ORGANON & CO,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,2012267739
OI UN Equity,O-I GLASS INC,US,USD,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain",2065846160
OKE UN Equity,ONEOK INC,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,44996348641
OMC UN Equity,OMNICOM GROUP,US,USD,Communication Services,Media & Entertainment,Media,Advertising,13798325398
OML LN Equity,OM RESIDUAL UK LTD,GB,GBp,Financials,Insurance,Insurance,Life & Health Insurance,#N/A N/A
OMX UN Equity,OFFICEMAX INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ON UW Equity,ON SEMICONDUCTOR,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,19974064372
OOM LN Equity,TELEFONICA O2 HOLDINGS LTD,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ORCL UN Equity,ORACLE CORP,US,USD,Information Technology,Software & Services,Software,Systems Software,5.84298E+11
ORCL UQ Equity,ORACLE CORP,US,USD,Information Technology,Software & Services,Software,Systems Software,#N/A N/A
ORCL UW Equity,ORACLE CORP,US,USD,Information Technology,Software & Services,Software,Systems Software,#N/A N/A
ORLY UW Equity,O'REILLY AUTOMOTIVE INC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail,85685006379
OTIS UN Equity,OTIS WORLDWIDE CORP,US,USD,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,34517132923
OXY UN Equity,OCCIDENTAL PETROLEUM CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,40807416176
PANW UW Equity,PALO ALTO NETWORKS INC,US,USD,Information Technology,Software & Services,Software,Systems Software,1.29189E+11
PARA UN Equity,PARAMOUNT GLOBAL-CLASS B,US,USD,Communication Services,Media & Entertainment,Media,Broadcasting,#N/A N/A
PARA UW Equity,PARAMOUNT GLOBAL-CLASS B,US,USD,Communication Services,Media & Entertainment,Media,Broadcasting,#N/A N/A
PAYC UN Equity,PAYCOM SOFTWARE INC,US,USD,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,9049181384
PAYX UQ Equity,PAYCHEX INC,US,USD,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,40095806472
PAYX UW Equity,PAYCHEX INC,US,USD,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,40095806472
PBCT UW Equity,PEOPLE'S UNITED FINANCIAL,US,USD,Financials,Banks,Banks,Regional Banks,#N/A N/A
PBG UN Equity,PEPSI BOTTLING GROUP INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
PBI UN Equity,PITNEY BOWES INC,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies,1588262279
PCAR UQ Equity,PACCAR INC,US,USD,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,55120197477
PCAR UW Equity,PACCAR INC,US,USD,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,55120197477
PCG UN Equity,P G & E CORP,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,35188497874
PCP UN Equity,PRECISION CASTPARTS CORP,US,USD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,#N/A N/A
PDCO UQ Equity,PATTERSON COS INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,#N/A N/A
PDCO UW Equity,PATTERSON COS INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,#N/A N/A
PEG UN Equity,PUBLIC SERVICE ENTERPRISE GP,US,USD,Utilities,Utilities,Multi-Utilities,Multi-Utilities,41554568502
PENN UW Equity,PENN ENTERTAINMENT INC,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,1962772088
PEP UN Equity,PEPSICO INC,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be,2.0238E+11
PEP UW Equity,PEPSICO INC,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be,2.02339E+11
PETM UW Equity,PETSMART LLC,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,#N/A N/A
PFC LN Equity,PETROFAC LTD,GB,GBp,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,#N/A N/A
PFE UN Equity,PFIZER INC,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,1.4618E+11
PFG UN Equity,PRINCIPAL FINANCIAL GROUP,US,USD,Financials,Insurance,Insurance,Life & Health Insurance,18616856256
PFG UW Equity,PRINCIPAL FINANCIAL GROUP,US,USD,Financials,Insurance,Insurance,Life & Health Insurance,18586099118
PG UN Equity,PROCTER & GAMBLE CO/THE,US,USD,Consumer Staples,Household & Personal Products,Household Products,Household Products,3.46421E+11
PGL UN Equity,PEOPLES ENERGY LLC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
PGR UN Equity,PROGRESSIVE CORP,US,USD,Financials,Insurance,Insurance,Property & Casualty Insurance,1.34373E+11
PH UN Equity,PARKER HANNIFIN CORP,US,USD,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,1.08709E+11
PHM UN Equity,PULTEGROUP INC,US,USD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,24869444336
PHNX LN Equity,PHOENIX GROUP HOLDINGS PLC,GB,GBp,Financials,Insurance,Insurance,Life & Health Insurance,6931675320
PKG UN Equity,PACKAGING CORP OF AMERICA,US,USD,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,18309433364
PLD UN Equity,PROLOGIS INC,US,USD,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs,1.21691E+11
PLTR UW Equity,PALANTIR TECHNOLOGIES INC-A,US,USD,Information Technology,Software & Services,Software,Application Software,3.94933E+11
PM UN Equity,PHILIP MORRIS INTERNATIONAL,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,2.43598E+11
PMCS UQ Equity,MICROSEMI STORAGE SOLUTIONS,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,#N/A N/A
PMCS UW Equity,MICROSEMI STORAGE SOLUTIONS,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,#N/A N/A
PNC UN Equity,PNC FINANCIAL SERVICES GROUP,US,USD,Financials,Banks,Banks,Diversified Banks,75247363578
PNN LN Equity,PENNON GROUP PLC,GB,GBp,Utilities,Utilities,Water Utilities,Water Utilities,2494386120
PNR UN Equity,PENTAIR PLC,GB,USD,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,17359130630
PNW UN Equity,PINNACLE WEST CAPITAL,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,10842753245
PO/ LN Equity,PENINSULAR & ORIENTAL STEAM,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
PODD UW Equity,INSULET CORP,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,22989366266
POLY LN Equity,SOLIDCORE RESOURCES PLC,KZ,GBp,Materials,Materials,Metals & Mining,Gold,#N/A N/A
POOL UW Equity,POOL CORP,US,USD,Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors,9098931457
PPG UN Equity,PPG INDUSTRIES INC,US,USD,Materials,Materials,Chemicals,Specialty Chemicals,22415316000
PPL UN Equity,PPL CORP,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,27155825188
PRGO UN Equity,PERRIGO CO PLC,IR,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,1846914201
PRGO UW Equity,PERRIGO CO PLC,IR,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,#N/A N/A
PRU LN Equity,PRUDENTIAL PLC,HK,GBp,Financials,Insurance,Insurance,Life & Health Insurance,27631139055
PRU UN Equity,PRUDENTIAL FINANCIAL INC,US,USD,Financials,Insurance,Insurance,Life & Health Insurance,37789500000
PSA UN Equity,PUBLIC STORAGE,US,USD,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs,48113713069
PSH LN Equity,PERSHING SQUARE HOLDINGS LTD,GS,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8648628906
PSN LN Equity,PERSIMMON PLC,GB,GBp,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,4170647770
PSON LN Equity,PEARSON PLC,GB,GBp,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,6286627522
PSX UN Equity,PHILLIPS 66,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,54378236380
PTC UQ Equity,PTC INC,US,USD,Information Technology,Software & Services,Software,Application Software,20802355460
PTC UW Equity,PTC INC,US,USD,Information Technology,Software & Services,Software,Application Software,20802355460
PTV UN Equity,PACTIV LLC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
PVH UN Equity,PVH CORP,US,USD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",4051204447
PWR UN Equity,QUANTA SERVICES INC,US,USD,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,68657427851
PXD UN Equity,PIONEER NATURAL RESOURCES CO,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
PYPL UW Equity,PAYPAL HOLDINGS INC,US,USD,Financials,Financial Services,Financial Services,Transaction & Payment Processi,57851360254
QCOM UQ Equity,QUALCOMM INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,1.76865E+11
QCOM UW Equity,QUALCOMM INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,1.76865E+11
QEP UN Equity,QEP RESOURCES INC,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
QLGC UQ Equity,QLOGIC LLC,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,#N/A N/A
QLGC UW Equity,QLOGIC LLC,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,#N/A N/A
QRVO UW Equity,QORVO INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,7911024376
R UN Equity,RYDER SYSTEM INC,US,USD,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation,6964548350
RAI UN Equity,REYNOLDS AMERICAN INC,US,USD,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,#N/A N/A
RBK UN Equity,REEBOK INTERNATIONAL LTD,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RCL UN Equity,ROYAL CARIBBEAN CRUISES LTD,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",72462563790
RDC UN Equity,ROWAN COMPANIES PLC-A,US,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,#N/A N/A
RDSA LN Equity,SHELL PLC,GB,GBp,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,#N/A N/A
RDSB LN Equity,SHELL PLC,GB,GBp,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,#N/A N/A
